,indRap,PC,RC,Com
21346,1423,P02,R9,Commentaire Aléatoire3_Trois_Ècî
21347,1423,P03,R0,Commentaire Aléatoire3_Trois_Ècî
21348,1423,P04,R0,Commentaire Aléatoire2_Trop Û
21349,1423,P05,R2,Commentaire Aléatoire4_Qûàtré
21350,1423,P06,R2,Commentaire Aléatoire2_Trop Û
21351,1423,P07,R7,Commentaire Aléatoire3_Trois_Ècî
21352,1423,P08,R5,Commentaire Aléatoire2_Trop Û
21353,1423,P09,R2,Commentaire Aléatoire1_îàèù
21354,1423,P10,R2,Commentaire Aléatoire2_Trop Û
21355,1423,P11,R2,Commentaire Aléatoire2_Trop Û
21356,1423,P12,R3,Commentaire Aléatoire0_Très
21357,1423,P13,R1,Commentaire Aléatoire0_Très
21358,1423,P14,R2,Commentaire Aléatoire0_Très
21359,1423,P20,R2,Commentaire Aléatoire0_Très
21360,1424,P01,R2,Commentaire Aléatoire3_Trois_Ècî
21361,1424,P02,R9,Commentaire Aléatoire4_Qûàtré
21362,1424,P03,R4,Commentaire Aléatoire1_îàèù
21363,1424,P04,R4,Commentaire Aléatoire3_Trois_Ècî
21364,1424,P05,R1,Commentaire Aléatoire1_îàèù
21365,1424,P06,R2,Commentaire Aléatoire3_Trois_Ècî
21366,1424,P07,R4,Commentaire Aléatoire1_îàèù
21367,1424,P08,R5,Commentaire Aléatoire1_îàèù
21368,1424,P09,R2,Commentaire Aléatoire1_îàèù
21369,1424,P10,R2,Commentaire Aléatoire4_Qûàtré
21370,1424,P11,R2,Commentaire Aléatoire2_Trop Û
21371,1424,P12,R3,Commentaire Aléatoire4_Qûàtré
21372,1424,P13,R2,Commentaire Aléatoire0_Très
21373,1424,P14,R2,Commentaire Aléatoire3_Trois_Ècî
21374,1424,P20,R2,Commentaire Aléatoire1_îàèù
21375,1425,P01,R4,Commentaire Aléatoire2_Trop Û
21376,1425,P02,R9,Commentaire Aléatoire4_Qûàtré
21377,1425,P03,R3,Commentaire Aléatoire4_Qûàtré
21378,1425,P04,R5,Commentaire Aléatoire4_Qûàtré
21379,1425,P05,R2,Commentaire Aléatoire0_Très
21380,1425,P06,R2,Commentaire Aléatoire4_Qûàtré
21381,1425,P07,R7,Commentaire Aléatoire1_îàèù
21382,1425,P08,R5,Commentaire Aléatoire4_Qûàtré
21383,1425,P09,R2,Commentaire Aléatoire0_Très
21384,1425,P10,R2,Commentaire Aléatoire2_Trop Û
21385,1425,P11,R1,Commentaire Aléatoire4_Qûàtré
21386,1425,P12,R3,Commentaire Aléatoire1_îàèù
21387,1425,P13,R2,Commentaire Aléatoire2_Trop Û
21388,1425,P14,R2,Commentaire Aléatoire3_Trois_Ècî
21389,1425,P20,R2,Commentaire Aléatoire1_îàèù
21390,1426,P01,R0,Commentaire Aléatoire3_Trois_Ècî
21391,1426,P02,R9,Commentaire Aléatoire2_Trop Û
21392,1426,P03,R4,Commentaire Aléatoire3_Trois_Ècî
21393,1426,P04,R5,Commentaire Aléatoire3_Trois_Ècî
21394,1426,P05,R2,Commentaire Aléatoire1_îàèù
21395,1426,P06,R2,Commentaire Aléatoire4_Qûàtré
21396,1426,P07,R7,Commentaire Aléatoire1_îàèù
21397,1426,P08,R5,Commentaire Aléatoire2_Trop Û
21398,1426,P09,R2,Commentaire Aléatoire4_Qûàtré
21399,1426,P10,R2,Commentaire Aléatoire0_Très
21400,1426,P11,R1,Commentaire Aléatoire2_Trop Û
21401,1426,P12,R3,Commentaire Aléatoire3_Trois_Ècî
21402,1426,P13,R1,Commentaire Aléatoire3_Trois_Ècî
21403,1426,P14,R2,Commentaire Aléatoire2_Trop Û
21404,1426,P20,R2,Commentaire Aléatoire2_Trop Û
21405,1427,P01,R4,Commentaire Aléatoire3_Trois_Ècî
21406,1427,P02,R4,Commentaire Aléatoire2_Trop Û
21407,1427,P03,R4,Commentaire Aléatoire4_Qûàtré
21408,1427,P04,R5,Commentaire Aléatoire1_îàèù
21409,1427,P05,R2,Commentaire Aléatoire2_Trop Û
21410,1427,P06,R0,Commentaire Aléatoire4_Qûàtré
21411,1427,P07,R7,Commentaire Aléatoire3_Trois_Ècî
21412,1427,P08,R5,Commentaire Aléatoire2_Trop Û
21413,1427,P09,R1,Commentaire Aléatoire4_Qûàtré
21414,1427,P10,R2,Commentaire Aléatoire2_Trop Û
21415,1427,P11,R1,Commentaire Aléatoire2_Trop Û
21416,1427,P12,R3,Commentaire Aléatoire3_Trois_Ècî
21417,1427,P13,R2,Commentaire Aléatoire1_îàèù
21418,1427,P14,R1,Commentaire Aléatoire0_Très
21419,1427,P20,R2,Commentaire Aléatoire2_Trop Û
21420,1428,P01,R4,Commentaire Aléatoire3_Trois_Ècî
21421,1428,P02,R9,Commentaire Aléatoire4_Qûàtré
21422,1428,P03,R4,Commentaire Aléatoire3_Trois_Ècî
21423,1428,P04,R5,Commentaire Aléatoire4_Qûàtré
21424,1428,P05,R2,Commentaire Aléatoire2_Trop Û
21425,1428,P06,R2,Commentaire Aléatoire3_Trois_Ècî
21426,1428,P07,R7,Commentaire Aléatoire3_Trois_Ècî
21427,1428,P08,R5,Commentaire Aléatoire2_Trop Û
21428,1428,P09,R2,Commentaire Aléatoire4_Qûàtré
21429,1428,P10,R2,Commentaire Aléatoire0_Très
21430,1428,P11,R2,Commentaire Aléatoire3_Trois_Ècî
21431,1428,P12,R2,Commentaire Aléatoire0_Très
21432,1428,P13,R2,Commentaire Aléatoire4_Qûàtré
21433,1428,P14,R1,Commentaire Aléatoire1_îàèù
21434,1428,P20,R2,Commentaire Aléatoire2_Trop Û
21435,1429,P01,R0,Commentaire Aléatoire2_Trop Û
21436,1429,P02,R9,Commentaire Aléatoire2_Trop Û
21437,1429,P03,R4,Commentaire Aléatoire3_Trois_Ècî
21438,1429,P04,R5,Commentaire Aléatoire0_Très
21439,1429,P05,R0,Commentaire Aléatoire0_Très
21440,1429,P06,R2,Commentaire Aléatoire0_Très
21441,1429,P07,R7,Commentaire Aléatoire2_Trop Û
21442,1429,P08,R1,Commentaire Aléatoire2_Trop Û
21443,1429,P09,R2,Commentaire Aléatoire1_îàèù
21444,1429,P10,R2,Commentaire Aléatoire2_Trop Û
21445,1429,P11,R2,Commentaire Aléatoire1_îàèù
21446,1429,P12,R3,Commentaire Aléatoire1_îàèù
21447,1429,P13,R2,Commentaire Aléatoire2_Trop Û
21448,1429,P14,R0,Commentaire Aléatoire3_Trois_Ècî
21449,1429,P20,R2,Commentaire Aléatoire2_Trop Û
21450,1430,P01,R4,Commentaire Aléatoire0_Très
21451,1430,P02,R9,Commentaire Aléatoire1_îàèù
21452,1430,P03,R0,Commentaire Aléatoire4_Qûàtré
21453,1430,P04,R5,Commentaire Aléatoire3_Trois_Ècî
21454,1430,P05,R2,Commentaire Aléatoire3_Trois_Ècî
21455,1430,P06,R2,Commentaire Aléatoire3_Trois_Ècî
21456,1430,P07,R7,Commentaire Aléatoire4_Qûàtré
21457,1430,P08,R5,Commentaire Aléatoire0_Très
21458,1430,P09,R0,Commentaire Aléatoire2_Trop Û
21459,1430,P10,R2,Commentaire Aléatoire2_Trop Û
21460,1430,P11,R2,Commentaire Aléatoire0_Très
21461,1430,P12,R0,Commentaire Aléatoire2_Trop Û
21462,1430,P13,R2,Commentaire Aléatoire3_Trois_Ècî
21463,1430,P14,R2,Commentaire Aléatoire1_îàèù
21464,1430,P20,R0,Commentaire Aléatoire4_Qûàtré
21465,1431,P01,R4,Commentaire Aléatoire0_Très
21466,1431,P02,R2,Commentaire Aléatoire3_Trois_Ècî
21467,1431,P03,R4,Commentaire Aléatoire3_Trois_Ècî
21468,1431,P04,R5,Commentaire Aléatoire3_Trois_Ècî
21469,1431,P05,R2,Commentaire Aléatoire2_Trop Û
21470,1431,P06,R0,Commentaire Aléatoire3_Trois_Ècî
21471,1431,P07,R7,Commentaire Aléatoire2_Trop Û
21472,1431,P08,R5,Commentaire Aléatoire2_Trop Û
21473,1431,P09,R2,Commentaire Aléatoire3_Trois_Ècî
21474,1431,P10,R2,Commentaire Aléatoire0_Très
21475,1431,P11,R2,Commentaire Aléatoire2_Trop Û
21476,1431,P12,R3,Commentaire Aléatoire4_Qûàtré
21477,1431,P13,R2,Commentaire Aléatoire4_Qûàtré
21478,1431,P14,R1,Commentaire Aléatoire3_Trois_Ècî
21479,1431,P20,R2,Commentaire Aléatoire2_Trop Û
21480,1432,P01,R4,Commentaire Aléatoire4_Qûàtré
21481,1432,P02,R9,Commentaire Aléatoire2_Trop Û
21482,1432,P03,R4,Commentaire Aléatoire3_Trois_Ècî
21483,1432,P04,R0,Commentaire Aléatoire4_Qûàtré
21484,1432,P05,R2,Commentaire Aléatoire4_Qûàtré
21485,1432,P06,R1,Commentaire Aléatoire4_Qûàtré
21486,1432,P07,R7,Commentaire Aléatoire4_Qûàtré
21487,1432,P08,R5,Commentaire Aléatoire2_Trop Û
21488,1432,P09,R2,Commentaire Aléatoire2_Trop Û
21489,1432,P10,R2,Commentaire Aléatoire0_Très
21490,1432,P11,R2,Commentaire Aléatoire0_Très
21491,1432,P12,R3,Commentaire Aléatoire2_Trop Û
21492,1432,P13,R2,Commentaire Aléatoire4_Qûàtré
21493,1432,P14,R2,Commentaire Aléatoire3_Trois_Ècî
21494,1432,P20,R2,Commentaire Aléatoire2_Trop Û
21495,1433,P01,R4,Commentaire Aléatoire2_Trop Û
21496,1433,P02,R9,Commentaire Aléatoire1_îàèù
21497,1433,P03,R4,Commentaire Aléatoire2_Trop Û
21498,1433,P04,R5,Commentaire Aléatoire0_Très
21499,1433,P05,R2,Commentaire Aléatoire2_Trop Û
21500,1433,P06,R2,Commentaire Aléatoire2_Trop Û
21501,1433,P07,R7,Commentaire Aléatoire1_îàèù
21502,1433,P08,R5,Commentaire Aléatoire0_Très
21503,1433,P09,R2,Commentaire Aléatoire4_Qûàtré
21504,1433,P10,R2,Commentaire Aléatoire3_Trois_Ècî
21505,1433,P11,R2,Commentaire Aléatoire3_Trois_Ècî
21506,1433,P12,R3,Commentaire Aléatoire2_Trop Û
21507,1433,P13,R2,Commentaire Aléatoire0_Très
21508,1433,P14,R2,Commentaire Aléatoire2_Trop Û
21509,1433,P20,R2,Commentaire Aléatoire2_Trop Û
21510,1434,P01,R0,Commentaire Aléatoire3_Trois_Ècî
21511,1434,P02,R3,Commentaire Aléatoire3_Trois_Ècî
21512,1434,P03,R1,Commentaire Aléatoire3_Trois_Ècî
21513,1434,P04,R5,Commentaire Aléatoire1_îàèù
21514,1434,P05,R2,Commentaire Aléatoire2_Trop Û
21515,1434,P06,R2,Commentaire Aléatoire2_Trop Û
21516,1434,P07,R7,Commentaire Aléatoire0_Très
21517,1434,P08,R3,Commentaire Aléatoire4_Qûàtré
21518,1434,P09,R2,Commentaire Aléatoire1_îàèù
21519,1434,P10,R2,Commentaire Aléatoire2_Trop Û
21520,1434,P11,R2,Commentaire Aléatoire3_Trois_Ècî
21521,1434,P12,R3,Commentaire Aléatoire1_îàèù
21522,1434,P13,R2,Commentaire Aléatoire0_Très
21523,1434,P14,R2,Commentaire Aléatoire3_Trois_Ècî
21524,1434,P20,R2,Commentaire Aléatoire0_Très
21525,1435,P01,R4,Commentaire Aléatoire2_Trop Û
21526,1435,P02,R9,Commentaire Aléatoire1_îàèù
21527,1435,P03,R0,Commentaire Aléatoire2_Trop Û
21528,1435,P04,R5,Commentaire Aléatoire2_Trop Û
21529,1435,P05,R0,Commentaire Aléatoire3_Trois_Ècî
21530,1435,P06,R2,Commentaire Aléatoire4_Qûàtré
21531,1435,P07,R7,Commentaire Aléatoire0_Très
21532,1435,P08,R5,Commentaire Aléatoire2_Trop Û
21533,1435,P09,R2,Commentaire Aléatoire4_Qûàtré
21534,1435,P10,R2,Commentaire Aléatoire4_Qûàtré
21535,1435,P11,R2,Commentaire Aléatoire1_îàèù
21536,1435,P12,R3,Commentaire Aléatoire0_Très
21537,1435,P13,R2,Commentaire Aléatoire3_Trois_Ècî
21538,1435,P14,R2,Commentaire Aléatoire1_îàèù
21539,1435,P20,R2,Commentaire Aléatoire3_Trois_Ècî
21540,1436,P01,R4,Commentaire Aléatoire3_Trois_Ècî
21541,1436,P02,R9,Commentaire Aléatoire2_Trop Û
21542,1436,P03,R4,Commentaire Aléatoire0_Très
21543,1436,P04,R5,Commentaire Aléatoire4_Qûàtré
21544,1436,P05,R2,Commentaire Aléatoire0_Très
21545,1436,P06,R2,Commentaire Aléatoire2_Trop Û
21546,1436,P07,R7,Commentaire Aléatoire0_Très
21547,1436,P08,R4,Commentaire Aléatoire3_Trois_Ècî
21548,1436,P09,R2,Commentaire Aléatoire0_Très
21549,1436,P10,R2,Commentaire Aléatoire1_îàèù
21550,1436,P11,R2,Commentaire Aléatoire1_îàèù
21551,1436,P12,R3,Commentaire Aléatoire2_Trop Û
21552,1436,P13,R2,Commentaire Aléatoire2_Trop Û
21553,1436,P14,R2,Commentaire Aléatoire3_Trois_Ècî
21554,1436,P20,R2,Commentaire Aléatoire3_Trois_Ècî
21555,1437,P01,R4,Commentaire Aléatoire0_Très
21556,1437,P02,R9,Commentaire Aléatoire1_îàèù
21557,1437,P03,R4,Commentaire Aléatoire1_îàèù
21558,1437,P04,R5,Commentaire Aléatoire4_Qûàtré
21559,1437,P05,R2,Commentaire Aléatoire2_Trop Û
21560,1437,P06,R2,Commentaire Aléatoire2_Trop Û
21561,1437,P07,R7,Commentaire Aléatoire2_Trop Û
21562,1437,P08,R5,Commentaire Aléatoire2_Trop Û
21563,1437,P09,R2,Commentaire Aléatoire1_îàèù
21564,1437,P10,R2,Commentaire Aléatoire0_Très
21565,1437,P11,R2,Commentaire Aléatoire2_Trop Û
21566,1437,P12,R3,Commentaire Aléatoire4_Qûàtré
21567,1437,P13,R1,Commentaire Aléatoire4_Qûàtré
21568,1437,P14,R2,Commentaire Aléatoire3_Trois_Ècî
21569,1437,P20,R1,Commentaire Aléatoire1_îàèù
21570,1438,P01,R4,Commentaire Aléatoire1_îàèù
21571,1438,P02,R9,Commentaire Aléatoire1_îàèù
21572,1438,P03,R4,Commentaire Aléatoire4_Qûàtré
21573,1438,P04,R5,Commentaire Aléatoire4_Qûàtré
21574,1438,P05,R2,Commentaire Aléatoire2_Trop Û
21575,1438,P06,R1,Commentaire Aléatoire2_Trop Û
21576,1438,P07,R7,Commentaire Aléatoire3_Trois_Ècî
21577,1438,P08,R5,Commentaire Aléatoire2_Trop Û
21578,1438,P09,R2,Commentaire Aléatoire2_Trop Û
21579,1438,P10,R2,Commentaire Aléatoire0_Très
21580,1438,P11,R2,Commentaire Aléatoire0_Très
21581,1438,P12,R3,Commentaire Aléatoire4_Qûàtré
21582,1438,P13,R2,Commentaire Aléatoire4_Qûàtré
21583,1438,P14,R2,Commentaire Aléatoire4_Qûàtré
21584,1438,P20,R2,Commentaire Aléatoire2_Trop Û
21585,1439,P01,R4,Commentaire Aléatoire3_Trois_Ècî
21586,1439,P02,R9,Commentaire Aléatoire0_Très
21587,1439,P03,R4,Commentaire Aléatoire4_Qûàtré
21588,1439,P04,R5,Commentaire Aléatoire4_Qûàtré
21589,1439,P05,R0,Commentaire Aléatoire4_Qûàtré
21590,1439,P06,R2,Commentaire Aléatoire1_îàèù
21591,1439,P07,R7,Commentaire Aléatoire2_Trop Û
21592,1439,P08,R5,Commentaire Aléatoire2_Trop Û
21593,1439,P09,R0,Commentaire Aléatoire0_Très
21594,1439,P10,R2,Commentaire Aléatoire0_Très
21595,1439,P11,R2,Commentaire Aléatoire3_Trois_Ècî
21596,1439,P12,R3,Commentaire Aléatoire2_Trop Û
21597,1439,P13,R2,Commentaire Aléatoire2_Trop Û
21598,1439,P14,R2,Commentaire Aléatoire3_Trois_Ècî
21599,1439,P20,R2,Commentaire Aléatoire0_Très
21600,1440,P01,R1,Commentaire Aléatoire1_îàèù
21601,1440,P02,R9,Commentaire Aléatoire1_îàèù
21602,1440,P03,R4,Commentaire Aléatoire2_Trop Û
21603,1440,P04,R5,Commentaire Aléatoire1_îàèù
21604,1440,P05,R2,Commentaire Aléatoire1_îàèù
21605,1440,P06,R2,Commentaire Aléatoire1_îàèù
21606,1440,P07,R5,Commentaire Aléatoire4_Qûàtré
21607,1440,P08,R5,Commentaire Aléatoire1_îàèù
21608,1440,P09,R2,Commentaire Aléatoire1_îàèù
21609,1440,P10,R2,Commentaire Aléatoire2_Trop Û
21610,1440,P11,R2,Commentaire Aléatoire3_Trois_Ècî
21611,1440,P12,R3,Commentaire Aléatoire0_Très
21612,1440,P13,R1,Commentaire Aléatoire0_Très
21613,1440,P14,R1,Commentaire Aléatoire2_Trop Û
21614,1440,P20,R2,Commentaire Aléatoire0_Très
21615,1441,P01,R4,Commentaire Aléatoire4_Qûàtré
21616,1441,P02,R9,Commentaire Aléatoire3_Trois_Ècî
21617,1441,P03,R4,Commentaire Aléatoire1_îàèù
21618,1441,P04,R5,Commentaire Aléatoire1_îàèù
21619,1441,P05,R2,Commentaire Aléatoire0_Très
21620,1441,P06,R2,Commentaire Aléatoire4_Qûàtré
21621,1441,P07,R2,Commentaire Aléatoire0_Très
21622,1441,P08,R5,Commentaire Aléatoire3_Trois_Ècî
21623,1441,P09,R1,Commentaire Aléatoire2_Trop Û
21624,1441,P10,R2,Commentaire Aléatoire1_îàèù
21625,1441,P11,R0,Commentaire Aléatoire2_Trop Û
21626,1441,P12,R3,Commentaire Aléatoire3_Trois_Ècî
21627,1441,P13,R2,Commentaire Aléatoire0_Très
21628,1441,P14,R2,Commentaire Aléatoire4_Qûàtré
21629,1441,P20,R2,Commentaire Aléatoire0_Très
21630,1442,P01,R4,Commentaire Aléatoire0_Très
21631,1442,P02,R9,Commentaire Aléatoire0_Très
21632,1442,P03,R4,Commentaire Aléatoire3_Trois_Ècî
21633,1442,P04,R4,Commentaire Aléatoire2_Trop Û
21634,1442,P05,R2,Commentaire Aléatoire4_Qûàtré
21635,1442,P06,R2,Commentaire Aléatoire3_Trois_Ècî
21636,1442,P07,R7,Commentaire Aléatoire1_îàèù
21637,1442,P08,R5,Commentaire Aléatoire0_Très
21638,1442,P09,R2,Commentaire Aléatoire2_Trop Û
21639,1442,P10,R2,Commentaire Aléatoire2_Trop Û
21640,1442,P11,R2,Commentaire Aléatoire0_Très
21641,1442,P12,R2,Commentaire Aléatoire0_Très
21642,1442,P13,R2,Commentaire Aléatoire0_Très
21643,1442,P14,R1,Commentaire Aléatoire2_Trop Û
21644,1442,P20,R2,Commentaire Aléatoire4_Qûàtré
21645,1443,P01,R2,Commentaire Aléatoire1_îàèù
21646,1443,P02,R9,Commentaire Aléatoire2_Trop Û
21647,1443,P03,R2,Commentaire Aléatoire1_îàèù
21648,1443,P04,R5,Commentaire Aléatoire1_îàèù
21649,1443,P05,R2,Commentaire Aléatoire3_Trois_Ècî
21650,1443,P06,R2,Commentaire Aléatoire3_Trois_Ècî
21651,1443,P07,R5,Commentaire Aléatoire1_îàèù
21652,1443,P08,R4,Commentaire Aléatoire2_Trop Û
21653,1443,P09,R2,Commentaire Aléatoire2_Trop Û
21654,1443,P10,R1,Commentaire Aléatoire3_Trois_Ècî
21655,1443,P11,R0,Commentaire Aléatoire3_Trois_Ècî
21656,1443,P12,R0,Commentaire Aléatoire4_Qûàtré
21657,1443,P13,R2,Commentaire Aléatoire0_Très
21658,1443,P14,R2,Commentaire Aléatoire3_Trois_Ècî
21659,1443,P20,R0,Commentaire Aléatoire3_Trois_Ècî
21660,1444,P01,R4,Commentaire Aléatoire1_îàèù
21661,1444,P02,R9,Commentaire Aléatoire0_Très
21662,1444,P03,R4,Commentaire Aléatoire4_Qûàtré
21663,1444,P04,R3,Commentaire Aléatoire3_Trois_Ècî
21664,1444,P05,R2,Commentaire Aléatoire3_Trois_Ècî
21665,1444,P06,R2,Commentaire Aléatoire2_Trop Û
21666,1444,P07,R2,Commentaire Aléatoire4_Qûàtré
21667,1444,P08,R5,Commentaire Aléatoire1_îàèù
21668,1444,P09,R1,Commentaire Aléatoire2_Trop Û
21669,1444,P10,R2,Commentaire Aléatoire2_Trop Û
21670,1444,P11,R2,Commentaire Aléatoire3_Trois_Ècî
21671,1444,P12,R3,Commentaire Aléatoire0_Très
21672,1444,P13,R2,Commentaire Aléatoire0_Très
21673,1444,P14,R2,Commentaire Aléatoire2_Trop Û
21674,1444,P20,R2,Commentaire Aléatoire0_Très
21675,1445,P01,R4,Commentaire Aléatoire3_Trois_Ècî
21676,1445,P02,R9,Commentaire Aléatoire2_Trop Û
21677,1445,P03,R4,Commentaire Aléatoire2_Trop Û
21678,1445,P04,R5,Commentaire Aléatoire3_Trois_Ècî
21679,1445,P05,R2,Commentaire Aléatoire4_Qûàtré
21680,1445,P06,R2,Commentaire Aléatoire0_Très
21681,1445,P07,R7,Commentaire Aléatoire1_îàèù
21682,1445,P08,R0,Commentaire Aléatoire2_Trop Û
21683,1445,P09,R0,Commentaire Aléatoire2_Trop Û
21684,1445,P10,R0,Commentaire Aléatoire2_Trop Û
21685,1445,P11,R2,Commentaire Aléatoire2_Trop Û
21686,1445,P12,R3,Commentaire Aléatoire3_Trois_Ècî
21687,1445,P13,R2,Commentaire Aléatoire0_Très
21688,1445,P14,R2,Commentaire Aléatoire3_Trois_Ècî
21689,1445,P20,R2,Commentaire Aléatoire2_Trop Û
21690,1446,P01,R4,Commentaire Aléatoire4_Qûàtré
21691,1446,P02,R9,Commentaire Aléatoire4_Qûàtré
21692,1446,P03,R4,Commentaire Aléatoire0_Très
21693,1446,P04,R5,Commentaire Aléatoire3_Trois_Ècî
21694,1446,P05,R2,Commentaire Aléatoire2_Trop Û
21695,1446,P06,R2,Commentaire Aléatoire0_Très
21696,1446,P07,R7,Commentaire Aléatoire3_Trois_Ècî
21697,1446,P08,R5,Commentaire Aléatoire1_îàèù
21698,1446,P09,R2,Commentaire Aléatoire3_Trois_Ècî
21699,1446,P10,R2,Commentaire Aléatoire0_Très
21700,1446,P11,R2,Commentaire Aléatoire3_Trois_Ècî
21701,1446,P12,R3,Commentaire Aléatoire1_îàèù
21702,1446,P13,R2,Commentaire Aléatoire3_Trois_Ècî
21703,1446,P14,R2,Commentaire Aléatoire3_Trois_Ècî
21704,1446,P20,R2,Commentaire Aléatoire3_Trois_Ècî
21705,1447,P01,R4,Commentaire Aléatoire2_Trop Û
21706,1447,P02,R9,Commentaire Aléatoire4_Qûàtré
21707,1447,P03,R4,Commentaire Aléatoire0_Très
21708,1447,P04,R5,Commentaire Aléatoire3_Trois_Ècî
21709,1447,P05,R2,Commentaire Aléatoire2_Trop Û
21710,1447,P06,R2,Commentaire Aléatoire2_Trop Û
21711,1447,P07,R4,Commentaire Aléatoire1_îàèù
21712,1447,P08,R5,Commentaire Aléatoire0_Très
21713,1447,P09,R2,Commentaire Aléatoire0_Très
21714,1447,P10,R2,Commentaire Aléatoire4_Qûàtré
21715,1447,P11,R1,Commentaire Aléatoire0_Très
21716,1447,P12,R3,Commentaire Aléatoire0_Très
21717,1447,P13,R2,Commentaire Aléatoire2_Trop Û
21718,1447,P14,R0,Commentaire Aléatoire2_Trop Û
21719,1447,P20,R2,Commentaire Aléatoire1_îàèù
21720,1448,P01,R4,Commentaire Aléatoire2_Trop Û
21721,1448,P02,R9,Commentaire Aléatoire0_Très
21722,1448,P03,R4,Commentaire Aléatoire1_îàèù
21723,1448,P04,R5,Commentaire Aléatoire2_Trop Û
21724,1448,P05,R2,Commentaire Aléatoire0_Très
21725,1448,P06,R1,Commentaire Aléatoire2_Trop Û
21726,1448,P07,R7,Commentaire Aléatoire3_Trois_Ècî
21727,1448,P08,R2,Commentaire Aléatoire4_Qûàtré
21728,1448,P09,R2,Commentaire Aléatoire0_Très
21729,1448,P10,R2,Commentaire Aléatoire4_Qûàtré
21730,1448,P11,R2,Commentaire Aléatoire2_Trop Û
21731,1448,P12,R3,Commentaire Aléatoire0_Très
21732,1448,P13,R2,Commentaire Aléatoire1_îàèù
21733,1448,P14,R2,Commentaire Aléatoire4_Qûàtré
21734,1448,P20,R1,Commentaire Aléatoire4_Qûàtré
21735,1449,P01,R4,Commentaire Aléatoire0_Très
21736,1449,P02,R9,Commentaire Aléatoire0_Très
21737,1449,P03,R4,Commentaire Aléatoire2_Trop Û
21738,1449,P04,R2,Commentaire Aléatoire4_Qûàtré
21739,1449,P05,R2,Commentaire Aléatoire3_Trois_Ècî
21740,1449,P06,R1,Commentaire Aléatoire2_Trop Û
21741,1449,P07,R7,Commentaire Aléatoire0_Très
21742,1449,P08,R5,Commentaire Aléatoire2_Trop Û
21743,1449,P09,R2,Commentaire Aléatoire1_îàèù
21744,1449,P10,R2,Commentaire Aléatoire3_Trois_Ècî
21745,1449,P11,R2,Commentaire Aléatoire2_Trop Û
21746,1449,P12,R3,Commentaire Aléatoire4_Qûàtré
21747,1449,P13,R1,Commentaire Aléatoire3_Trois_Ècî
21748,1449,P14,R2,Commentaire Aléatoire4_Qûàtré
21749,1449,P20,R2,Commentaire Aléatoire3_Trois_Ècî
21750,1450,P01,R4,Commentaire Aléatoire3_Trois_Ècî
21751,1450,P02,R9,Commentaire Aléatoire2_Trop Û
21752,1450,P03,R4,Commentaire Aléatoire1_îàèù
21753,1450,P04,R5,Commentaire Aléatoire1_îàèù
21754,1450,P05,R2,Commentaire Aléatoire4_Qûàtré
21755,1450,P06,R2,Commentaire Aléatoire0_Très
21756,1450,P07,R7,Commentaire Aléatoire4_Qûàtré
21757,1450,P08,R5,Commentaire Aléatoire0_Très
21758,1450,P09,R2,Commentaire Aléatoire3_Trois_Ècî
21759,1450,P10,R2,Commentaire Aléatoire0_Très
21760,1450,P11,R2,Commentaire Aléatoire4_Qûàtré
21761,1450,P12,R0,Commentaire Aléatoire4_Qûàtré
21762,1450,P13,R1,Commentaire Aléatoire4_Qûàtré
21763,1450,P14,R1,Commentaire Aléatoire3_Trois_Ècî
21764,1450,P20,R2,Commentaire Aléatoire4_Qûàtré
21765,1451,P01,R4,Commentaire Aléatoire3_Trois_Ècî
21766,1451,P02,R9,Commentaire Aléatoire1_îàèù
21767,1451,P03,R4,Commentaire Aléatoire4_Qûàtré
21768,1451,P04,R5,Commentaire Aléatoire4_Qûàtré
21769,1451,P05,R2,Commentaire Aléatoire4_Qûàtré
21770,1451,P06,R2,Commentaire Aléatoire2_Trop Û
21771,1451,P07,R7,Commentaire Aléatoire1_îàèù
21772,1451,P08,R5,Commentaire Aléatoire3_Trois_Ècî
21773,1451,P09,R1,Commentaire Aléatoire1_îàèù
21774,1451,P10,R2,Commentaire Aléatoire2_Trop Û
21775,1451,P11,R1,Commentaire Aléatoire4_Qûàtré
21776,1451,P12,R3,Commentaire Aléatoire3_Trois_Ècî
21777,1451,P13,R1,Commentaire Aléatoire2_Trop Û
